ID,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
10590,91,794,73,573,0,29,14,1,4,8,10,2
6565,91,1012,80,498,0,16,176,2,11,4,9,5
6619,91,22,1,13,4,0,4,2,1,0,3,7
4817,91,3,2,7,0,4,2,1,1,0,2,8
4508,92,203,35,305,46,17,227,1,2,11,5,1
4843,92,203,35,305,46,17,227,1,2,11,5,1
9197,92,32,0,5,2,0,8,2,2,0,3,5
6237,92,81,4,33,5,2,291,0,23,1,1,0
6515,92,6,2,18,2,8,14,1,2,0,3,4
5954,92,76,14,74,13,5,10,2,5,0,4,8
7938,92,350,8,66,17,4,4,2,3,2,10,3
961,92,133,27,421,13,195,71,2,7,3,5,4
1764,92,100,2,128,23,7,10,4,5,1,5,8
1916,92,188,3,180,20,3,43,5,7,1,6,7
6941,92,17,8,12,11,15,32,1,2,1,2,7
5562,92,502,12,109,16,6,90,2,7,2,10,6
1517,92,3,9,13,2,12,12,1,1,0,3,7
7286,92,13,6,15,3,5,13,1,2,0,2,10
4687,92,674,92,736,39,0,92,1,3,11,9,1
5631,92,202,47,197,55,42,149,1,5,4,8,4
1951,92,228,122,122,208,129,30,6,11,2,8,9
123,92,544,35,133,23,151,107,2,4,5,4,2
9451,92,811,76,428,99,137,107,3,10,4,9,7
7396,92,342,51,936,207,35,26,1,5,8,12,3
3298,92,856,0,76,12,9,199,7,9,6,9,8
6730,92,34,1,14,0,0,5,3,2,0,3,8
9916,92,34,1,14,0,0,5,3,2,0,3,8
2227,92,45,47,52,21,20,25,2,3,1,5,6
946,92,45,47,52,21,20,25,2,3,1,5,6
3745,92,5,36,7,0,10,45,2,3,0,3,8
4094,92,201,2,43,3,5,35,4,5,1,5,6
8588,92,201,2,43,3,5,35,4,5,1,5,6
3916,92,639,8,166,11,8,58,3,7,3,12,7
9135,92,13,2,21,4,0,24,2,1,1,2,8
1755,93,30,11,25,29,1,18,1,1,1,4,3
2875,93,444,44,382,11,8,17,1,3,7,13,2
2008,93,372,23,384,250,12,108,1,4,5,9,2
10925,93,255,31,446,40,56,175,1,3,10,11,1
1604,93,184,2,19,8,8,4,3,2,2,6,5
5389,93,238,17,68,8,10,6,3,6,2,5,7
2878,93,162,31,127,8,17,69,2,4,2,7,3
4440,93,509,0,27,0,0,10,1,8,3,6,7
1324,93,23,3,21,3,19,22,2,3,0,3,8
6262,93,816,42,450,55,56,154,1,3,10,8,2
3628,93,4,8,11,19,12,26,2,2,1,2,9
3641,93,10,2,15,2,1,6,2,2,0,3,6
322,93,29,1,11,0,0,0,2,2,0,3,4
175,93,656,80,455,52,107,93,2,8,4,8,4
6988,93,656,80,455,52,107,93,2,8,4,8,4
8204,93,482,35,553,72,160,17,1,4,4,9,2
7476,93,928,63,254,0,12,12,4,5,4,10,4
5221,93,714,8,99,11,0,47,4,10,7,5,8
8970,93,371,22,39,6,0,92,4,6,2,7,5
9286,93,407,28,100,120,74,18,1,5,9,4,3
5831,93,1017,50,500,65,50,133,3,5,5,5,8
1010,94,41,0,17,3,1,16,2,1,1,3,3
11074,94,494,92,391,194,11,241,1,3,4,10,0
5896,94,272,7,80,20,7,11,1,4,4,6,2
3515,94,87,13,34,10,6,10,1,4,0,4,5
5324,94,173,43,118,46,27,15,5,5,3,6,5
6534,94,29,0,29,0,5,4,1,2,0,3,5
8373,94,1,3,6,10,0,9,1,1,0,3,5
3829,94,1,3,6,10,0,9,1,1,0,3,5
4501,94,292,127,635,132,127,165,1,3,7,9,1
4179,94,8,9,9,2,5,22,1,1,1,3,4
2292,94,5,4,8,2,0,5,1,1,0,3,5
9239,94,92,4,18,3,3,6,1,2,1,4,3
8953,94,27,0,5,0,0,3,2,1,0,3,8
10258,94,27,0,5,0,0,3,2,1,0,3,8
3520,94,162,28,818,0,28,56,0,4,3,7,3
10402,94,25,1,9,2,1,1,2,1,0,3,8
11114,94,25,4,9,6,8,32,3,2,1,3,7
9553,94,0,2,3,4,1,5,1,0,0,3,6
6055,94,546,72,376,94,145,72,1,5,5,8,3
4786,94,555,82,257,93,61,61,4,10,3,12,6
5015,94,68,6,38,3,6,41,2,2,2,3,7
8560,94,351,16,156,7,5,145,1,6,4,7,6
3469,94,19,18,33,24,1,8,3,3,0,3,9
5885,94,73,3,90,12,1,32,7,4,1,4,8
3310,94,73,3,90,12,1,32,7,4,1,4,8
2134,94,263,5,233,69,41,83,4,5,5,8,5
2532,95,982,73,351,56,14,175,1,2,4,6,5
2579,95,495,33,255,11,33,8,4,6,7,9,4
3117,95,264,0,21,12,6,147,3,6,1,5,7
5623,95,15,4,13,0,0,19,1,1,1,2,7
4789,95,769,22,500,210,143,33,1,4,8,5,2
9523,95,5,0,8,2,0,0,1,0,0,3,4
5268,95,17,8,14,10,4,3,2,1,0,4,7
1545,95,120,19,206,25,19,54,6,7,2,5,8
2254,95,627,120,414,121,80,93,1,9,6,5,5
2661,95,12,4,2,10,6,10,4,2,0,4,5
3130,95,12,4,2,10,6,10,4,2,0,4,5
5847,95,312,21,206,102,92,149,3,7,3,10,5
5863,95,359,0,134,13,26,123,4,6,3,8,5
999,95,490,44,125,29,20,22,1,6,7,11,3
2931,95,737,21,106,55,63,210,0,6,7,9,3
1890,95,11,1,4,2,0,7,1,1,0,2,7
5589,95,631,0,115,10,7,30,3,9,2,10,7
10172,95,456,19,832,75,118,38,1,4,5,11,3
6729,95,456,19,832,75,118,38,1,4,5,11,3
10492,96,2,0,5,2,0,1,1,0,0,3,2
2939,96,751,127,687,20,15,31,1,4,6,4,2
5948,96,143,6,52,11,8,17,2,4,1,5,5
574,96,14,36,11,3,26,35,1,1,1,4,2
3266,96,14,36,11,3,26,35,1,1,1,4,2
10500,96,19,1,20,16,14,28,2,3,0,4,5
7987,96,346,17,48,23,13,13,4,8,1,6,6
1135,96,18,2,19,0,2,6,5,3,0,4,7
24,96,18,2,19,0,2,6,5,3,0,4,7
7244,96,48,5,48,6,10,7,3,2,1,4,6
1966,96,684,100,801,21,66,0,1,6,9,10,2
7789,96,684,100,801,21,66,0,1,6,9,10,2
3336,96,712,0,45,0,0,191,3,2,4,5,7
5644,96,309,3,24,4,3,20,2,5,1,7,7
1295,96,231,65,196,38,71,124,1,6,5,7,4
6663,96,144,0,7,0,0,6,1,3,1,4,5
10262,96,8,2,15,0,10,18,4,3,1,3,5
456,96,1,11,5,4,6,9,2,2,0,3,8
3270,96,12,23,38,30,18,7,4,3,1,3,9
5748,96,115,27,44,4,146,139,3,5,2,6,5
8952,96,397,46,288,20,38,70,2,6,5,10,3
3921,96,24,1,108,29,29,14,1,4,1,4,8
9826,96,899,102,838,133,102,40,1,5,6,10,2
5830,96,899,102,838,133,102,40,1,5,6,10,2
8310,96,897,126,196,91,112,37,3,10,4,7,6
6382,97,25,0,11,3,0,15,1,1,0,3,4
8439,97,734,26,70,11,44,17,2,6,3,4,4
7613,97,166,5,107,11,8,29,2,5,1,6,6
48,97,136,1,12,0,3,32,2,4,1,3,6
5046,97,756,138,354,160,169,61,2,10,6,7,4
3231,97,5,4,10,2,2,7,1,1,0,3,8
7181,97,35,0,13,2,0,2,2,2,0,3,8
1663,97,20,2,14,3,0,10,1,2,0,2,9
5441,97,267,6,54,8,3,50,2,5,2,6,5
8602,97,412,172,153,150,105,57,2,7,6,11,4
9925,97,127,1,56,0,1,31,3,4,2,3,7
9499,97,1279,15,287,20,0,15,3,3,4,7,5
6568,97,11,0,36,15,5,12,1,2,0,3,7
3032,97,28,34,62,11,14,44,3,4,0,4,9
5153,97,1004,59,265,115,59,27,2,11,10,11,6
4127,97,1004,59,265,115,59,27,2,11,10,11,6
9940,97,382,114,276,75,124,38,2,6,4,4,3
7527,97,6,6,29,12,15,8,3,2,1,3,8
3406,97,138,33,87,28,24,12,4,3,2,7,3
9771,97,104,20,101,24,15,5,6,5,1,5,9
6722,98,479,28,136,75,14,35,3,10,3,7,6
213,98,35,0,11,0,0,2,4,2,1,3,7
8541,98,8,4,10,6,7,6,2,2,0,4,5
8475,98,20,2,1582,1,2,1,15,0,22,0,0
8070,98,199,12,31,3,12,7,1,3,3,5,3
313,98,901,61,757,186,163,20,1,6,5,10,3
9757,98,997,15,414,99,30,76,1,5,6,12,2
2088,98,997,15,414,99,30,76,1,5,6,12,2
2320,98,508,11,59,23,5,29,5,11,1,6,9
966,98,538,13,91,17,6,26,6,6,2,11,5
9706,98,62,1,20,4,0,7,2,2,1,3,8
3979,98,982,17,672,23,34,51,1,6,2,8,2
5602,98,466,22,432,147,113,102,1,8,7,12,3
2202,98,44,2,11,2,3,7,1,1,0,4,5
9645,98,920,138,168,36,46,30,1,9,4,10,6
7230,98,459,0,24,6,0,4,6,4,5,7,6
5675,98,459,0,24,6,0,4,6,4,5,7,6
4974,98,433,89,650,16,102,102,10,4,6,9,7
5687,98,563,50,774,28,31,187,1,7,7,12,3
5871,98,73,28,217,10,24,115,3,6,1,6,8
3846,98,192,5,53,0,5,15,4,6,1,4,8
10001,98,5,17,17,13,14,34,4,2,1,3,9
2831,99,453,38,279,188,38,183,2,7,7,10,3
868,99,54,0,7,0,0,4,1,2,0,3,6
7212,99,54,0,7,0,0,4,1,2,0,3,6
1743,99,273,86,208,177,14,43,1,2,3,5,1
2415,99,362,17,398,80,35,61,3,5,3,5,4
7947,99,24,0,8,0,1,4,1,1,0,3,5
2106,99,0,6,3,7,6,12,1,1,0,3,8
3363,99,0,6,3,7,6,12,1,1,0,3,8
8595,99,55,0,6,2,0,4,2,1,1,3,5
7232,99,55,0,6,2,0,4,2,1,1,3,5
7829,99,15,6,8,7,4,25,1,2,1,2,5
9977,99,321,11,309,33,26,34,3,9,3,5,4
10142,99,372,18,126,47,48,78,2,5,2,11,4
5263,99,5,10,13,3,8,16,1,1,0,3,8
22,99,185,2,88,15,5,14,2,6,1,5,8
528,99,267,38,701,149,165,63,1,5,4,10,3
4070,99,169,24,553,188,0,144,1,8,5,4,7
